Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
Tied House Milwaukee,https://www.yelp.com/biz/tied-house-milwaukee-milwaukee?osq=Bars,4.5,81,Cocktail Bars,1,,Meagan M.,5,5/15/2021,Great cocktails here! The patio area is fun too. We went here with a group of friends and sat outside around the fire. Delicious cocktails and a variety of alcohol options to choose from. Serve sushi popcorn while we enjoyed our drinks. Great experience! Our rating: 8.6/10,47,"Lower East Side, Milwaukee, WI",0,1,0,3
Tied House Milwaukee,https://www.yelp.com/biz/tied-house-milwaukee-milwaukee?osq=Bars,4.5,81,Cocktail Bars,1,,Jamie D.,5,03/07/2022,"Went there our first time this past Saturday, and I will definitely go back!  They were serving their winter cocktail menu, and the flavors were absolutely amazing!  I highly recommend the banana cocktail as well as the smoky grapefruit mezcal drink (both cold, I cant remember their names, sorry).  The flavors they are able to draw out in these drinks are insane... this is definitely my new favorite place to visit!",71,"WI, WI",0,0,0,1
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Jamil M.,5,2/15/2022,"The food was pretty fast for a table of seven and really darn good too.  Ok so I had the roasted beet salad -- but damn it was good and the smaller portion was satisfying...but I wish I'd got the big one. Oh the cheese curds were moderately satisfactory; less impressive there. But others at my table had burgers, the nachos, and pasta. No one at the table complained.The service was awesome too. Lovely servers & wait staff. Friendly, hospitable and we never felt forgotten. Definitely a hip young to middle age crowd, though Seasoned Humans seem very welcomed.Lastly, during the winter they have a fully stocked outdoor bar -- made from ice",113,"New York, NY",0,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Lala S.,5,2/18/2022,I love everything at the Wicked Hop. We typically come on the weekends for brunch but my husband and I started coming during the lunch and the food options have been a great variety. We love love love the wings and the fish fry a for sure thumbs up!,49,"Milwaukee, WI",1,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Heather S.,4,4/23/2022,Great food and service.  Only 4 stars because they should save the hard core rap for later on in the night.,21,"Franklin, WI",0,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Laura S.,4,10/04/2021,"Stopped in after a late dinner for drinks, so this review is only for my beverage. I had the Bloody Mary, which was adorned with a cocktail shrimp, beef stick, pickle, small portabella mushroom, green olive, and mozzarella whips. Definitely one of the most interesting drinks I've had. The drink itself had good flavor and was a bit spicy. We ordered our drinks at the walkup window outside and stood at one of the high-top tables on the side of the building (chair shortage meant we couldn't sit down). I would definitely come back for brunch next time.",98,"Brownsburg, IN",0,1,0,1
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Libby H.,3,8/23/2021,"My friends and I came here for brunch and we sat outside which was nice. They have a mini brunch menu on Monday until 3pm. I got the white peach sangria which was alright and then the Dick Bacon meal. The meal itself was fine but I feel like the burrito would've been better if the ingredients were mixed together, it was just all the egg on the right and then one sausage link on the left and 2 slices of bacon. The meat was really good but would've been better if it was chopped up and mixed with the egg. I got the spuds as my side, could use a little more salt too but overall good. The restaurant is also in a really good location downtown right next to the Publjc Market.",134,"Lyndhurst, VA",0,1,1,1
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Abigail W.,3,9/26/2021,"Wicked Hop has a lot of potential and a lot of hype surrounding the bloody Mary's. They were good. The food was all good although the avocado toast was not even almost toasted, seriously just bread. We had a big party, it was brunch on Sunday and I thought our service was good considering how busy it was and we were upstairs. Would like to come back for dinner",69,"Milwaukee, WI",1,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Jeff R.,5,08/02/2021,"I was really surprised what great food it had for what I had always considered my drinking establishment, especially for bloodies!  Great tuna steak - perfectly prepared.",27,"Brookfield, WI",0,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Kim E.,4,4/22/2022,"The 4 stars all go to the CHICKEN WINGZZZ. Seriously, my experience was so good bc of the wings. Came here on a Sunday afternoon maybe around 3:45/4? It wasn't too busy but the service was HELLA slow. We had to get up twice to get service. I hadn't been to the hop in years but I wanted to get the salmon blt so decided why not. Got that and my boyfriend got the wings in the Hawaiian sauce. Holy SHIIIIIII**** the sauce was BANGIN! I mean like top 2 and it's not 2. I was so surprised how good their wings actually were. I usually get the blt or lox benny for brunch but I smashed thru those wings! So yea, get em in the Hawaiian sauce you will not be disappointed.",133,"Milwaukee, WI",1,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Leah L.,1,11/24/2021,"An absolute joke for a salmon BLT... $16 for 1 ounce of salmon I don't know if they butterflied it or what but it was thinner than the bacon!  Anytime I've ever had salmon at a restaurant it's at least 4 to 5 ounces if not more... Forget the Wendy's ""where's the beef"" commercial... Where is the salmon?   Our waitress never came back so I couldn't even give feedback!",70,"Vernon, WI",0,0,0,0
The Wicked Hop,https://www.yelp.com/biz/the-wicked-hop-milwaukee-2?osq=Bars,3.5,470,"Bars, American (Traditional), Breakfast & Brunch",3,2,Mark G.,4,05/04/2021,Just want to thank the cool bartender that served me up a $50 one ounce pour of their 12 year van winkle. We had a good chat and honestly it's the first time I have ever had a chance to taste this lovely lovely bourbon. Expensive? Absolutely! But sometimes you just gotta know... ya know?,55,"Dallas, TX",0,0,0,1
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Erin M.,4,5/16/2022,"Prologue: I don't have many reviews because I rarely experience anything worth mention.WOW. First time here since Friday's left. Should have taken a pic of the BBQ Nachos. YASSS, you want this!! The pickled radishes were prefect. Chips were light & crispy & well seasoned - still hearty enough to hold the beef & queso. #NachosPerfectoCheese curds to make WI proud & that's all the two of us had room for. #GoodEatersBoth of those items are ""Shareables"" aka the Appetizer menu.Next game - the Fish Fry@Chef #ChallengeAcceptedP.S.Please put my Beer float recommendations on the menu. Great Lakes Lemon HeffeweiB",99,"Milwaukee, WI",1,0,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Julie O.,5,7/30/2021,We had a great experience in the Restaurant to Be Named Later at Miller Park / Am Fam Field. We bought 4 outside table tickets. We got the full baseball game experience but without people climbing over us and we never had to wait in line for concessions. The view was good. The park was crowded but the restaurant ran out of anything nor did we wait long for anything we ordered. The nachos were good quality and tasty. Our server was on game; we never waited long for anything.Prices are baseball stadium prices. Not cheap but not out of line. We would definitely buy these tickets again.,108,"Orland Park, IL",0,2,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Dennis B.,1,05/04/2022,"Do not waste your time on gameday! Despite a small crowd on a Tuesday night and many open tables, the service was terrible and our order was messed up. In a modern ballpark with Point of Sale systems all over the place, you would think this place would do the same but our waiter wrote down everything on a pad of paper so the delay in getting everything in was compounded by him walking everything back to the bar and kitchen. Despite getting to the place at 5:25, we missed the first inning of a 6:40 game so you can do the math on how long it took. Please note that we only had one round of drinks and it still took them that long to simply put out two reubens and a hot dog. When you run a place and know exactly when people are going to arrive, you have to do better with your staffing!!PS: I did leave a decent tip for the waiter as he was servicing about 7 or 8 tables at once while the idiot managers just sort of sat around and did nothing to help.",191,"Kewaskum, WI",0,0,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Mike P.,2,12/04/2021,"The drinks are great, a bit overpriced but the food is trash.  My wife loved her paloma and there's a good beer selection focused on craft.  The food has a lot of problems.  The chicken strips were more like big nuggets and they were fatty.  How do you even get fatty chicken?  Ew.  The fries were the same thing they served at my high school in Illinois and that's not some reminiscing I wanted to do.  The bbq sauce way too sweet and the cheese curds were sad little things.  The Caesar salad was also unimpressive.  Also how was the bathroom was really disgusting for a non game day.  I mean it's the clubhouse sale in December, but how does it look so awful?",124,"Madison, WI",0,1,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Nicole D.,4,5/18/2021,"Had a wonderful experience here for a ballgame. It's fun getting waited on while watching the game! Our server was awesome. Maybe a bit overpriced but then again, it's ballpark food. We got brussels sprouts, a huge pretzel, chicken tenders, and a lot of beer.",45,"West Allis, WI",0,1,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Julee W.,1,4/30/2021,"So disappointed with this place. The service was terrible! We saw our server, Jillian, every 20 minutes. Seriously... I started running the stopwatch on my iPhone and it was literally 20 minutes. We got to a point where we actually walked to the bar to order our drinks rather than waiting for our waitress. Ugh!We should've known from the very start that our service was going to be sketchy. Our waitress recommended a drink for me and I asked if it had pineapple in it. I am allergic to pineapple so ordering anything with it could be a trip to the ER. She said ""no"" so I took her advice and ordered the drink. As I started to look through the menu, I saw the drink she recommended and it did indeed have pineapple in it. I quickly ran through the restaurant in search of our waitress to cancel the drink. How does your waitstaff recommend a drink without knowing what's in it?!Next we ordered the brisket nachos. The entire table agreed they were amazing. The chips were crispy and the cheese and jalapeño added just enough heat. The brisket itself was very tender and juicy. For dinner we ordered 2 chipotle chicken sandwiches, street corn elote salad, and a cheese burger. The chipotle chicken sandwiches were cold. My DH ate his because he was hungry. I sent mine back and changed my order to chicken wings, knowing they had to be fried and delivered hot. The wings were meaty with good flavor. Our friend said his burger was luke warm (5 out of 10 stars).  The salad was was very good and my friend said she'd order again. It was my birthday and the table was sent doughnuts with ice cream, which was VERY nice! However, we weren't provided with any silverware and had to eat the desert with our fingers. How is silverware even an afterthought?Overall, our experience was extremely disappointing considering the restaurant was running at 25% capacity. I have NO desire to EVER return and question their ability to stay in business with this type of service.",351,"New Berlin, WI",0,1,1,1
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Ann S.,4,10/13/2021,"I got a healthy dinner at the Brewers game!!  It's possible!!  After a summer of beer and brats, I needed to NOT. We weren't sure about if it'd be hard to get a table (it wasn't) and if they'd rush us out (they didn't). Server was very kind and attentive. A great experience.",53,"WI, WI",0,0,0,1
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Alyssa F.,4,6/17/2021,"With the stadium at reduced capacity it was a treat to be able to walk in and be able to snag a table with a solid view of the field during a Brewers game. Relaxed atmosphere with a fun ballgame themed menu. We were seated at a high-top table along the glass windows overlooking the field. No reservation was required. There were 3-4 tables wide open on the outside porch section. We asked if we could be seated out there and were told no that was for groups of 4 or more. We arrived at the restaurant at the top of the 5th - after a certain point in the game, if there are tables out there available I wish they would just open it up to first come first serve regardless of the number of folks in your party. Our server was super nice and accommodating. The drinks were delicious. Highly recommend the Eastsider cocktail. The loaded nacho app was phenomenal. It comes with shredded pork which they were easily able to provide on the side so the vegetarian (yours truly) could get in on the nacho action too!",190,"Milwaukee, WI",1,3,0,1
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Travis L.,5,03/12/2022,"This is a great place to stop in the off-season as well as game days. We had dinner here in March and the service was fantastic. The staff was friendly and food was good. My only complaint would be the limited menu, but I have seen this at many other restaurants lately. Keep this place in mind for a sports bar option.",62,"Pleasant Prairie, WI",0,0,0,0
Restaurant To Be Named Later,https://www.yelp.com/biz/restaurant-to-be-named-later-milwaukee?osq=Bars,3,23,"Sports Bars, Tacos, American (Traditional)",3,,Rachel S.,5,05/05/2021,"I bought tickets to sit here for a ballgame while the Dodgers were in town. Food and service were both great. We had a very attentive server who was quick with refills on drinks and checking on us. I had a chipotle chicken sandwich with fries, which was paid for with the $30 food credit with buying the ticket to the game. My only issue was I wasn't aware when buying the tickets it would be inside, I figured it would be on a patio. But it worked out well for us because it was a warm day and we were in an air conditioned restaurant. If you're looking for a unique ballgame experience and good food, this is the spot!",121,"Montrose, CA",0,1,0,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Peter V.,5,4/26/2021,"Dropped in a few times over the past ten years, the first because regulars out front waved while I was biking by. On that visit, and every one since, the fun, friendly people and staff have stood out. Nothing wrong with the drinks or prices either.",46,"Minneapolis, MN",0,0,0,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Danielle N.,4,3/18/2020,"Great place for a casual drink.  Not the fanciest, but gets the job down.  It's also not terribly crowded, and I've always received service from pleasant bartenders.  The building has tons of character and feels homey and cozy during the depths of winter.  Highly recommended, especially if you want to avoid the craziness of Brady Street bars.",57,"Milwaukee, WI",1,0,0,2
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Ryan O.,5,02/10/2020,"What a great bar. Friend and I were in town visiting and stopped at The Standard expecting to bar hop for the rest of the night. NOPE, we didn't leave. The bartender Heidi was amazing, showed us how to play bar dice. I know some of the reviews say that if you're not a local that the staff is standoffish but we didn't experience that at all. We told them we were from out of town and they were extremely welcoming. 10/10 will be back at this bar.",88,"Chicago, IL",0,0,0,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Augie R.,4,7/27/2019,"The Standard is what you get when you combine an east side neighborhood bar with a historic building with character. On one level, it's much like the corner taps you might find around the city, and that's great.  But, the older building combined with some nice design touches gives the place a little character and makes The Standard feel several steps above the norm. Early in the evening, it's a welcoming, cozy pub with a friendly bartender. As the night wore on and the place got crowded, it became more a loud hangout. If you go, don't pick a seat (like I did) staring at the breathalyzer machine on the wall. The machine has a video screen that repetitiously plays a heartbreaking video of a father cradling his dead child's body after being run over by a drunk driver (in Hollywood blockbuster style, by a car barrel-rolling through a fence and into a child's playground set.) I mean, if that doesn't get you into the mood for a fun Friday night out, what will, amiright?",175,"Milwaukee, WI",1,1,2,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Mark M.,5,6/22/2019,In from Philly found this place. Just what I needed. Everybody was friendly and Steve the owner had me in stitches. When u travel as much as I do ur looking for a place u feel at home and these guys nailed it. If I get back to Milwaukee it's my fist stop,53,"Levittown, PA",0,0,0,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Rafael V.,2,2/14/2019,"If you're not a local don't bother coming here. We are in Milwaukee on a business trip this place is near our AirBNB decided to  check it out but nothing special, seem like the bar tender was more interested in the locals than anybody else. Drinks are nothing special.",49,"Thousand Oaks, CA",0,0,0,0
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Boo H.,5,12/01/2018,This is an awesome neighborhood bar ! Great beers on tap and even better staff! Emily and Heidi are very friendly and welcoming! We were in from AZ for the Packer / Cardinal game and loved this place ! Definitely check it out !,44,"Scottsdale, AZ",0,0,0,0
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Lauren R.,4,10/19/2017,"The Standard is one of the lesser known Brady area dive bars, if only because it's on a side street a few blocks away. I do have to say that this place has a much more attractive bar than Club Brady or Hosed, for example, it's dimly lit and the bar wraps around the entire left side of establishment. It has a large beer selection and friendly bartenders willing to play Bar Dice. -1 star because the bathrooms are gross, even by dive bar standards. Come to the Standard on a whim on a weeknight, get too drunk with your friends, leave with a sub $20 bar tab - it's the Milwaukee way!",113,"Fort Worth, TX",0,3,1,1
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Erik E.,5,9/26/2017,"tl;dr Your dark, cozy and welcoming neighborhood bar. I stumbled upon The Standard thanks to the PubPass. Without it, I never would have known this place existed, primarily due to it's location. A few blocks from Brady, tucked in a residential neighborhood, The Standard serves up the classics, as well as the craft, in a laid back environment. Shoot the breeze with the bartender (seriously, he's a book of endless knowledge), catch a game with a Coors heavy, pet a dog or two, and just relax. This place isn't a dive, rather a casual blend of simplicity and personality. If you're looking for a down to earth, unpretentious, neighborhood bar, then look no further... this is it.",117,"Milwaukee, WI",1,3,0,3
The Standard,https://www.yelp.com/biz/the-standard-milwaukee?osq=Bars,4,29,Bars,1,,Pamela M.,5,2/15/2017,"I've only gotten my arse over to The Standard once, I don't typically hangs on the East Siide all that much, but that single visit left a major impression on me to be one of my fave bars (if not thee) of mine in that part of town. It's kinda hidden, away from the trafficky area, I dig it.It's a smaller tavern, that's ok!And I can speak nerdy beer language with the barkeeps. YES! My kinda style.I really need to get back soon. Check out da beers.If you're cooler than the east side, this might be your spot.",98,"Denver, CO",0,6,2,5
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Tom F.,4,4/26/2022,"Visited for the first time this evening (April 26) to take advantage of Taco Tuesdays. Really enjoyed my meal. You have four versions to choose from: chicken, beef, shrimp and fish. With two or more, they toss in some chips and salsa.I selected one each of chicken, shrimp and fish. The tacos are a good size. Soft shell, they come with a good portion of food. The fish was a breaded filet, and the shrimp taco was stuffed with a half-dozen or so shrimp.Prices average around $4 per taco, which is reasonable considering the amount of food. I brought back two for leftovers.Our server, whose name I didn't get, took care of us well. We had around 16 people in our group. Considering she started just a week ago, she handled all of our drink and food orders like a pro.Overall, a 'thumbs up' for this visit.",147,"New Berlin, WI",0,0,0,0
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Nicole D.,5,5/18/2021,Great name and great food! We spent a Sunday funday here and enjoyed everything we ate. Fun atmosphere and decent prices.,21,"West Allis, WI",0,0,0,0
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Val R.,4,9/16/2021,I was here on Tuesday so I got the tacos! They were tasty! Heather the bar tender was wonderful and very friendly. Local beer on tap was delicious!,28,"Pittsburgh, PA",0,0,0,1
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Lee Ann M.,5,8/18/2021,Jimmy the bartender is amazing. Wings are on point as well! Highly recommend checking this place out!,17,"Milwaukee, WI",1,0,0,1
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Dayna M.,4,5/26/2019,"My husband and I found ourselves in a bit of a food jam this afternoon. Our typical wing spot in the area was closed for a couple of days for cleaning. We don't live in this town, so we really didn't have a backup plan. Thanks to Yelp, we landed at Brass Monkey. I was surprised how much open space there was inside. Plenty of seating, and the atmosphere was inviting.Our server greeted us right away, and was very sweet. We ordered some beers, cheese curds, and wings. I was a little surprised that the wings came in only 8 (traditional) or 10 (boneless). I'm used to ordering a dozen wings. However, when they arrived, I in no way felt shorted. The wings had A LOT of meat on them. Definitely didn't miss the extra 4 wings at all. I got the Inferno wings and my husband got the spicy garlic BBQ. They were both excellent. I was very happy with the level of heat with the Inferno wings. They're definitely not for the heat sensitive, but not ungodly hot to where all you can taste is heat. The flavor was VERY good! My husband's wings were also good, very flavorful with a nice kick. The cheese curds were EXCELLENT!! The cheese was extra melty and the batter was perfectly crispy. I am so happy that even though we didn't get the exact wings we wanted, we managed to find a more than satisfactory replacement. My only wish is that there were more sauces to choose from. However, since this isn't a wing specific bar, I think their selection is more than appropriate. I'm pretty jealous that Brookfield has two great places to eat wings within a mile of each other. We don't have any wings that are even close to this good in Madison.",305,"Madison, WI",0,1,0,0
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Ronda D.,4,04/06/2018,"We'll be back!Service was great!!Special burger tonight was ""cheese beast"" - delicious! Provolone, cheese curds and cheese sauce.Fish fry was  a nice serving of two planks of fish, potato salad, I opted for the potato pancakes- got three of them with applesauce and syrup.Two shared stallis cheesesteak and chicken wrap... one ordered fries and the other tater tots.Meat sliced thin, not fatty at all. Chicken wrap had nice pieces of meat, good flavor with ranch, lettuce etc.We will be back here!",81,"New Berlin, WI",0,3,1,2
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Margaret U.,5,10/02/2020,"Thanks to Brass Monkey for caring enough to require masks for those not eating and/or drinking AND to the staff for wearing masks. Granted it is 5:30pm on a Friday so the situation may change as the night goes on. Staff is very friendly, good beers on tap and fish fry is excellent! I may have found my new hang out place when I visit Milwaukee.",66,"Chapel Hill, NC",0,1,0,1
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Jenny O.,1,8/16/2020,Snobby female bartenders!! Stoped in yesterday we were gonna order food But went elsewhere because did not want to put up with bartenders crappy attitude!,25,"Muskego, WI",0,0,0,0
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Taylor C.,5,3/20/2020,"I've always been a huge fan of the brass atmosphere and going there for drinks! But during this crazy time I decided to try their fish fry for carry out. I am blown away by the size of the fish, for the two piece you get two of those HUGE fish that are shown in the picture and everything else is portioned for a feast!!! Thanks brass for always killing it!!",71,"West Milwaukee, WI",0,1,0,1
Brass Monkey,https://www.yelp.com/biz/brass-monkey-milwaukee?osq=Bars,4,49,"Pubs, American (Traditional)",2,,Steven T.,4,07/05/2015,"I have driven by this place plenty o time and I never stopped by. I was driving by in my summer toy with the windows down and ac off on a warm afternoon and thought a cold one would hit the spot now so I did a u turn and stopped .The lot had a big yellow bus in it and plenty of spots open at 3pm on a Sunday. The place is bigger than it looks from the outside with a rectangular bar and side rooms with tables and chairs. The tapper is old and is getting replaced the bar tender said but it did have five taps in it. Spotted cow, 3 domestics and one exotic com paired to the other four. The metal arm rest around the bar did have monkeys attaching them to the bar. It's not upscale nor a dive bar but just a nice neighborhood bar and not the neighborhood dump.The bar tender was on point and keeping everyone flowing. I was asked if I was there for the shuttle and I was not. I forget the the name of the exotic beer compared to the other four and that's what I had, flavorful and higher alcohol than miller. I was offered a menu and accepted it even though I was not hungry. It was small with apps, burgers etc. See my pictures. For future knowledge I asked if the burgers are char grilled or my least fav flat grilled and I was told char grilled.The couple next to me were there for the shuttle and paid $ 19 for four double beers, maybe the size of a med soda to ride the shuttle to see Neal young at summer fest.The mix of people were regulars with young and older people with the shuttle crowd. The kitchen was bringing food out to tables so people were eating the food.Overall my visit was enjoyable and I can't complain about anything but I would like to try a burger.",333,"Milwaukee, WI",1,3,1,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Michael M.,5,03/02/2022,"One of the best meals we've had - bar none! Big congrats to the chef for his James Beard nomination. Very well deserved!We started with a couple of cocktails - with a few more a little later! Really enjoyed the Cachaca Baron Cohen and the Deebo (see accompanying picture for the cocktail menu), but the drink that stood out for me was the ""I'm a Numbers Guy"". It was so unusual - starting with a very tart taste that became super sweet after swallowing a sip of it. Never tasted anything like it! The food definitely lived up to the standard that the drinks set. Even though the dishes are sized so that you can try a number of them, we probably ended up with more food than we strictly needed - but everything was so good! We did end up taking home half of the three cheese tartiflette pie (which was great with lunch the next day!), but everything else we polished off. We had the pretzel, octopus, salt cod hashbrown, anchovy deviled eggs, and short rib. Oh... and we can't forget the peanut butter pie!Like I said, everything was great, but for me the octopus was the big standout. It was marinated in citrus for I don't know how long and grilled - and it came out so tender and delicious. Just outstanding! For my wife, the peanut butter pie was equally memorable (okay, for me too I must admit). This was about half peanut butter pie and half Italian buttercream, with candied peanuts and caramelized bananas. Outstanding dessert!Overall fantastic food, drinks, service and ambiance. Can't be beat!",270,"New Berlin, WI",0,0,0,1
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Nhan P.,4,4/16/2022,"We had a sour old fashioned and it was delicious at the bar while we waited for our table. It was around 7pm on a Friday and the wait was about 10 minutes since we did not have reservations. We had the parsnips, trumpet mushrooms, burger and chicken leg confit. It was the right about of food and we finished with the peanut butter pie. The pie was pre made and the buttercream and peanut butter part was a bit too hard, tasted like a butterfinger. The rest of our meal was 5 stars. That chicken leg confit and parsnips!",100,"Chicago, IL",0,0,0,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Ellie B.,5,2/28/2022,"We came here with friends for dinner and overall we had an excellent time. Our server, Anna, was so helpful, friendly, and attentive. Highlights were the pretzels, octopus, peanut butter pie, and the fries. All of the plates are ideal for sharing. We also shared the trout with Brussels sprouts, capers, almond aioli, and grilled lemon - AMAZING. The flavors were perfection, a little crunch from the capers, and the trout melts in your mouth.",75,"Milwaukee, WI",1,0,0,1
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Nicole D.,5,5/18/2021,"My boyfriend and I ate here for the first time last night to celebrate my birthday. Our pallets are not very sophisticated, and we weren't sure what to order. Our waitress, Anna, and the chef, Dane, were more than helpful. They both offered their opinions and expertise. Dane is a wonderful chef-he is accommodating, and extremely talented. We shared the pretzels with cheese and mussels appetizers. My boyfriend had the burger with fries (and garlic mayo), while I had the New York strip. The appetizers were delightful and both of our meals were delicious. The meat was cooked perfectly. Our dessert was scrumptious too! We split the peanut butter pie. The staff, atmosphere, and food is amazing. We will definitely be back, and we recommend this restaurant to anyone interested in a truly pleasant dining experience.",136,"West Allis, WI",0,1,0,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Andrea B.,5,12/05/2021,Get the three cheese tartiflette pie!! We went here on a Friday evening and had a few dishes but the pie was by far one of the best things I've ever had at a restaurant. So rich and the flavors all went together perfectly. The service was great and the decor is cool as well.,55,"San Francisco, CA",0,0,0,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Hugo S.,3,02/06/2022,"Old fashions don't come with cheery.. food is fine, but a bit overpriced.. environment is nice and waitresses are very good and attentive",23,"La Cité-Limoilou, Quebec City, Canada",0,0,0,0
